"","stateAbb","percent","year"
"221","OH",0.762842768958366,1954
"222","OK",0.636177919324717,1954
"223","OR",0.745908754219202,1954
"224","PA",0.74659174153688,1954
"225","SC",0.271988421481059,1954
"226","SD",0.900207072593056,1954
"227","TN",0.347250829184333,1954
"228","TX",0.602568221800021,1954
"229","UT",0.657942488321987,1954
"230","VA",0.444046329337827,1954
"231","VT",0.660630725993875,1954
"232","WA",0.74141753412502,1954
"233","WI",0.863305858306034,1954
"234","WV",0.292799408693369,1954
"235","WY",0.808086949164004,1954
"236","AL",0.537589001620164,1964
"237","AR",0.597212522911234,1964
"238","AZ",0.613814605871396,1964
"239","CA",0.733236128786064,1964
"240","CO",0.861141140784717,1964
"241","CT",0.701839127970567,1964
"242","DE",0.803603781731949,1964
"243","FL",0.590106632124936,1964
"244","GA",0.664022508059073,1964
"245","IA",0.927413162833231,1964
"246","ID",0.87490089115914,1964
"247","IL",0.913041061204206,1964
"248","IN",0.872263085060207,1964
"249","KS",0.90978883829413,1964
"250","KY",0.587752017347261,1964
"251","LA",0.571868327318571,1964
"252","MA",0.750237394184763,1964
"253","MD",0.847348619926359,1964
"254","ME",0.656841914586426,1964
"255","MI",0.924371256695263,1964
"256","MN",0.940011366591504,1964
"257","MO",0.803053539855309,1964
"258","MS",0.490487364137871,1964
"259","MT",0.894783908247247,1964
"260","NC",0.635723686297786,1964
"261","ND",0.952545861681906,1964
"262","NE",0.927297673661565,1964
"263","NH",0.737105874737852,1964
"264","NJ",0.723670214691152,1964
"265","NM",0.621407496386407,1964
"266","NV",0.817202658382859,1964
"267","NY",0.873345420310372,1964
"268","OH",0.86445337416109,1964
"269","OK",0.720993811479004,1964
"270","OR",0.792942987805685,1964
"271","PA",0.877074278783527,1964
"272","SC",0.548936244873837,1964
"273","SD",0.932478844155854,1964
"274","TN",0.583094528312955,1964
"275","TX",0.701434070664497,1964
"276","UT",0.818211189972482,1964
"277","VA",0.671760381629609,1964
"278","VT",0.848165946922995,1964
"279","WA",0.804291903526409,1964
"280","WI",0.923736487913758,1964
"281","WV",0.49286905336005,1964
"282","WY",0.867271533781574,1964
"283","AL",0.842587091599938,1969
"284","AR",0.843264523551334,1969
"285","AZ",0.588932968020819,1969
"286","CA",0.746606899488412,1969
"287","CO",0.884079720322124,1969
"288","CT",0.813189187738016,1969
"289","DE",0.836404750969586,1969
"290","FL",0.761019626452849,1969
"291","GA",0.849763699440171,1969
"292","IA",0.920281856841622,1969
"293","ID",0.90259657380563,1969
"294","IL",0.919131773596232,1969
"295","IN",0.888595307006101,1969
"296","KS",0.906019922409454,1969
"297","KY",0.811891181515095,1969
"298","LA",0.871848614498992,1969
"299","MA",0.744783160950826,1969
"300","MD",0.890256186287069,1969
"301","ME",0.827771444306108,1969
"302","MI",0.933529573934303,1969
"303","MN",0.928494150560153,1969
"304","MO",0.881388356083849,1969
"305","MS",0.859481233265062,1969
"306","MT",0.910458949408669,1969
"307","NC",0.837588425617389,1969
"308","ND",0.938127259773446,1969
"309","NE",0.916333501769863,1969
"310","NH",0.849967385293096,1969
"311","NJ",0.811229274591243,1969
"312","NM",0.70085508659336,1969
"313","NV",0.880171785965115,1969
"314","NY",0.93267397310533,1969
"315","OH",0.898211910229681,1969
"316","OK",0.837622277784591,1969
"317","OR",0.858124249504686,1969
"318","PA",0.927882821186182,1969
"319","SC",0.863561289024784,1969
"320","SD",0.91554301964366,1969
"321","TN",0.836386672840404,1969
"322","TX",0.772208933646751,1969
"323","UT",0.879198890880151,1969
"324","VA",0.862748744649899,1969
"325","VT",0.933065516390212,1969
"326","WA",0.837233239228402,1969
"327","WI",0.934005200717863,1969
"328","WV",0.801565722324185,1969
"329","WY",0.866543691088122,1969
